checkpoint,seed,sample_idx,avg_travel_time,p50_travel_time,p90_travel_time,completion_rate,route_choice_nonzero_rate,baseline_avg_travel_time,baseline_p90_travel_time,greedy_ep74_avg_travel_time,greedy_ep74_p90_travel_time
ep149_final,6017,1,574.62,560.0,1047.8000000000002,1.0,0.4754754754754755,687.18,1285.8000000000002,590.3511111111111,1090.0
ep149_final,6017,2,556.7266666666667,521.0,1059.1,1.0,0.4616161616161616,687.18,1285.8000000000002,590.3511111111111,1090.0
ep149_final,6018,0,640.0044444444444,626.0,1204.1,1.0,0.4432576769025367,1541.868888888889,2281.2,685.0711111111111,1255.1
ep149_final,6018,1,654.9355555555555,637.0,1229.0,1.0,0.4573333333333333,1541.868888888889,2281.2,685.0711111111111,1255.1
ep149_final,6018,2,674.6511111111112,669.0,1231.1,1.0,0.46445182724252493,1541.868888888889,2281.2,685.0711111111111,1255.1
ep149_final,6019,0,601.7333333333333,567.5,1156.0,1.0,0.4669767441860465,642.3533333333334,1257.3000000000002,580.58,1082.1
ep149_final,6019,1,611.7244444444444,602.0,1154.5,1.0,0.482886216466235,642.3533333333334,1257.3000000000002,580.58,1082.1
ep149_final,6019,2,596.5133333333333,552.0,1134.3000000000002,1.0,0.5018248175182481,642.3533333333334,1257.3000000000002,580.58,1082.1
ep149_final,6020,0,414.0111111111111,381.0,805.2,1.0,0.4143081761006289,611.4933333333333,1183.1,392.9977777777778,734.6000000000001
ep149_final,6020,1,410.9555555555556,371.5,794.2,1.0,0.4144996059889677,611.4933333333333,1183.1,392.9977777777778,734.6000000000001
ep149_final,6020,2,406.1511111111111,350.0,805.0,1.0,0.4195535026943803,611.4933333333333,1183.1,392.9977777777778,734.6000000000001
ep149_final,6021,0,319.28,314.5,575.0,1.0,0.3453299057412168,292.2266666666667,499.1,312.47333333333336,588.2
ep149_final,6021,1,330.9533333333333,325.5,607.1,1.0,0.3414429530201342,292.2266666666667,499.1,312.47333333333336,588.2
ep149_final,6021,2,343.2266666666667,335.5,632.0,1.0,0.3389084507042254,292.2266666666667,499.1,312.47333333333336,588.2
ep149_final,6022,0,584.0155555555556,594.0,1067.4,1.0,0.49658469945355194,1386.8066666666666,2155.6000000000004,594.0533333333333,1078.2
ep149_final,6022,1,612.8333333333334,607.0,1125.8000000000002,1.0,0.5347452018530774,1386.8066666666666,2155.6000000000004,594.0533333333333,1078.2
ep149_final,6022,2,737.1911111111111,725.5,1299.0,1.0,0.5308474576271186,1386.8066666666666,2155.6000000000004,594.0533333333333,1078.2
ep149_final,6023,0,383.8222222222222,372.0,700.1,1.0,0.35527299925205685,422.7688888888889,914.2,371.97777777777776,676.2
ep149_final,6023,1,379.71555555555557,368.0,686.2,1.0,0.3708609271523179,422.7688888888889,914.2,371.97777777777776,676.2
ep149_final,6023,2,383.28,363.0,708.4000000000001,1.0,0.35237388724035607,422.7688888888889,914.2,371.97777777777776,676.2
ep149_final,6024,0,271.02666666666664,239.0,506.1,1.0,0.39752144899904673,255.26666666666668,439.5000000000001,263.7,462.20000000000005
ep149_final,6024,1,264.5755555555556,229.5,498.1,1.0,0.3900841908325538,255.26666666666668,439.5000000000001,263.7,462.20000000000005
ep149_final,6024,2,285.0466666666667,271.5,509.0,1.0,0.4117100371747212,255.26666666666668,439.5000000000001,263.7,462.20000000000005
ep149_final,6025,0,316.25555555555553,320.0,584.4000000000001,1.0,0.40505144995322734,341.8933333333333,760.4000000000001,292.9288888888889,549.1
ep149_final,6025,1,319.59555555555556,306.5,609.0,1.0,0.3727865796831314,341.8933333333333,760.4000000000001,292.9288888888889,549.1
ep149_final,6025,2,304.31555555555553,278.0,569.1,1.0,0.3754646840148699,341.8933333333333,760.4000000000001,292.9288888888889,549.1
ep149_final,6026,0,481.9555555555556,476.0,867.1,1.0,0.44366197183098594,685.4355555555555,1307.5,439.5777777777778,812.2
ep149_final,6026,1,465.22444444444443,452.5,847.4000000000001,1.0,0.4742436631234669,685.4355555555555,1307.5,439.5777777777778,812.2
ep149_final,6026,2,481.9111111111111,461.0,874.0,1.0,0.4511754068716094,685.4355555555555,1307.5,439.5777777777778,812.2
ep149_final,6027,0,326.6177777777778,316.0,604.4000000000001,1.0,0.4034608378870674,331.9244444444444,675.1,314.06666666666666,587.1
ep149_final,6027,1,330.4088888888889,300.5,618.2,1.0,0.4041034790365745,331.9244444444444,675.1,314.06666666666666,587.1
ep149_final,6027,2,334.85777777777776,327.0,615.3000000000001,1.0,0.38253825382538253,331.9244444444444,675.1,314.06666666666666,587.1
ep149_final,6028,0,349.7577777777778,304.5,675.1,1.0,0.44756554307116103,502.3888888888889,1032.6000000000001,335.8066666666667,648.3000000000001
ep149_final,6028,1,353.64222222222224,316.0,702.1,1.0,0.41569767441860467,502.3888888888889,1032.6000000000001,335.8066666666667,648.3000000000001
ep149_final,6028,2,361.29333333333335,318.5,733.0,1.0,0.4474708171206226,502.3888888888889,1032.6000000000001,335.8066666666667,648.3000000000001
ep149_final,6029,0,304.31333333333333,273.5,570.1,1.0,0.3944223107569721,286.4688888888889,496.0,296.38444444444445,563.3000000000001
ep149_final,6029,1,279.98,248.5,550.1,1.0,0.3669421487603306,286.4688888888889,496.0,296.38444444444445,563.3000000000001
ep149_final,6029,2,314.5711111111111,290.5,585.3000000000001,1.0,0.3911290322580645,286.4688888888889,496.0,296.38444444444445,563.3000000000001
