episode,epsilon,replay,train_steps_cumulative,train_steps_episode,episode_mean_loss,last_batch_loss,episode_return_total,avg_return_per_vehicle,elite_buffer_size,elite_transitions_added_episode,elite_transitions_added_cumulative,elite_samples_drawn_episode,elite_samples_drawn_cumulative,replay_main_finalized_episode,replay_main_finalized_cumulative,replay_main_pending_timeout_episode,replay_main_pending_timeout_cumulative,replay_main_terminal_episode,replay_main_terminal_cumulative,replay_main_dropped_episode,replay_main_dropped_cumulative,completion_rate,avg_travel_time,p50_travel_time,p90_travel_time,teleports,teleported_controlled,controlled_ever_teleported,arrived_after_teleport,clean_arrivals_without_teleport,forced_actions,decisions_considered,decisions_opened,decisions_finalized,decisions_skipped,decisions_skipped_actionable,skipped_pending_hold,skipped_structural_no_branch,skipped_structural_forced_single_path,skipped_structural_forced_by_lane_commit,skipped_structural_too_late_or_unreachable,skipped_actionable_no_candidate,skipped_other,route_mismatch,loop_events,short_cycle_events,aba_bounce_events,dead_end_reentry_events,long_horizon_loop_events,revisit_without_progress_events,safety_overrides,fragment_build_failures,fallback_overrides,fallback_selected_lane_now,pending_decision_timeouts,deferred_lane_change_actions,lane_change_observe_started,lane_change_observe_success,cooldown_replans_blocked,pending_release_observe_abort_no_progress,pending_release_observe_abort_commit_window,pending_release_observe_abort_low_speed,pending_release_wrong_lane_commit,pending_release_route_no_progress_abort,pending_release_route_stall_timeout,pending_release_route_hard_timeout,loop_override_count,dead_end_reentry_override_count,snapshot_cache_hits,shortest_path_cache_hits,exploration_actions,policy_actions,override_ratio,override_events_total,policy_masked_actions_removed,override_learning_transitions,override_learning_negative,override_learning_imitation,alive_at_step_cap,decision_pending_at_episode_end,mean_pending_age,mean_decision_latency_steps,mean_reward_per_finalized_decision,mean_route_difficulty_eta,p50_route_difficulty_eta,p90_route_difficulty_eta,fail_teleport,fail_timeout,fail_removed_non_destination,fail_unreachable_transition,fail_dead_end_no_outgoing,mean_network_density,p95_network_density,congestion_high_pressure_steps,emergency_brake_events,emergency_brake_due_to_leader,emergency_brake_due_to_congestion,emergency_brake_near_junction,emergency_brake_other_reason,emergency_brake_after_fallback,emergency_brake_after_proactive,emergency_brake_after_lane_now,emergency_brake_without_recent_decision,teleport_inferred_jam,teleport_inferred_yield_or_deadlock,lane_change_request_accepted_rate,lane_change_observe_resolution_rate,lane_change_observe_success_overcount,tail_vehicles_over_p90_count,tail_completion_gap_steps,loop_reason_short_cycle,loop_reason_aba_bounce,loop_reason_dead_end_reentry,loop_reason_long_horizon,loop_reason_revisit_without_progress,dominant_loop_reason,aggregate_actionable_skip_to_finalized_ratio,social_regret_mean,social_regret_p90,social_best_action_chosen_rate,actionable_skip_ratio,structural_skip_ratio,pending_resolution_success_rate,pending_timeout_rate,pending_abort_rate,delay_fairness_gini,loop_after_fallback_rate,p95_to_p50_travel_ratio,timeout_rate,fallback_rate_per_opened_decision,controlled_teleport_rate,reachable_lane_change_nonempty,reachable_lane_change_excluded_any,reachable_lane_change_excluded_all,policy_candidates_with_broader_available,policy_candidates_collapsed_to_lane_now_only,commit_window_non_lane_candidates_seen,commit_window_candidates_rejected,proactive_shift2_candidates_seen,proactive_shift2_candidates_rejected,proactive_brake_risk_candidates_seen,proactive_brake_risk_candidates_rejected,proactive_brake_risk_fallback_kept,pending_commit_window_grace_kept,proactive_decisions_opened,proactive_decisions_finalized,lane_now_decisions_opened,lane_now_decisions_finalized,proactive_pending_abort_count,proactive_pending_timeout_count,fallback_after_observe_abort_count,fallback_after_timeout_count,same_edge_reopen_after_abort_count,synthetic_terminal_finalizations,finalized_opened_proactive_ratio,finalized_opened_lane_now_ratio
489,0.08576489601717459,100000,82956,257,0.060026774893185045,0.09308468550443649,819.9444328449471,8.19944432844947,25000,0,184644,8224,2346752,413,407671,0,0,99,48865,21190,9832282,0.95,262.38947368421054,177.0,490.2000000000003,19,10,10,5,90,349.0,21675.0,1644.0,1641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,15.0,15.0,0.0,25.0,25.0,584.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,137046.0,97605453.0,109.0,1186.0,0.009124087591240875,15.0,1536.0,30.0,15.0,15.0,0,3,0.0,16.642291285801342,1.797174476511031,123.25882500000002,110.05625,207.41537500000004,5,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,375.0,55.0,1.0,260.0,59.0,1.0,16.0,358.0,0.0,0.0,16.0,1.0,1.0,559.0,10,734.7,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.04472494708570904,0.01750000000000007,0.8560188827694729,0.0,0.0,0.9980569948186528,0.0,0.0019430051813471502,0.4615160479125362,0.14285714285714285,3.892090395480223,0.0,0.009124087591240875,0.1,21675.0,6475.0,1.0,67.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,25.0,25.0,1619.0,1616.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9981470043236566
490,0.08533607153708872,100000,83081,125,0.05952220267057419,0.052081961184740067,1653.2892748412926,16.532892748412927,25000,1256,185900,4000,2350752,1220,408891,0,0,100,48965,16026,9848308,0.99,206.46464646464648,184.0,346.0,2,1,1,0,99,334.0,17311.0,1648.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,18.0,18.0,0.0,21.0,21.0,245.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,137296.0,97776670.0,109.0,1205.0,0.010922330097087379,18.0,1570.0,36.0,18.0,18.0,0,1,0.0,12.551912568306012,1.9984912007241253,133.50115000000002,126.55625000000002,221.317125,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,363.0,53.0,3.0,241.0,66.0,4.0,17.0,340.0,2.0,0.0,2.0,1.0,1.0,224.0,12,254.66666666666669,0.0,0.0,0.0,8.0,0.0,long_horizon,0.0,0.038870674069558867,0.009414999999999982,0.8786707882534776,0.0,0.0,0.9987088444157521,0.0,0.0012911555842479018,0.32253750815394655,0.05555555555555555,2.418478260869565,0.0,0.010922330097087379,0.01,17311.0,2401.0,1.0,53.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,21.0,21.0,1627.0,1626.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9993853718500307
491,0.08490939117940327,100000,83176,95,0.054071316573964925,0.02901356667280197,1778.2142512082412,17.782142512082412,25000,1140,187040,3040,2353792,1118,410009,0,0,100,49065,13914,9862222,1.0,183.61,173.0,317.2000000000001,0,0,0,0,100,368.0,15084.0,1567.0,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,21.0,0.0,24.0,24.0,0.0,22.0,22.0,205.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,137508.0,97933115.0,115.0,1084.0,0.015315890236119975,24.0,1466.0,48.0,24.0,24.0,0,0,0.0,11.510529674537333,2.023191140417184,114.14357500000001,109.6,185.81237500000003,0,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,348.0,66.0,1.0,224.0,57.0,2.0,9.0,336.0,1.0,0.0,0.0,1.0,1.0,183.0,10,200.8,0.0,0.0,0.0,12.0,0.0,long_horizon,0.0,0.029503289627372472,0.006579999999999987,0.8804071246819338,0.0,0.0,0.9979591836734694,0.0,0.0020408163265306124,0.3033565709928654,0.4166666666666667,2.1115606936416182,0.0,0.015315890236119975,0.0,15084.0,2092.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1545.0,1545.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
492,0.08448484422350626,100000,83268,92,0.05390189843171317,0.03195821866393089,1949.5556195317276,19.495556195317278,25000,1187,188227,2944,2356736,1147,411156,0,0,100,49165,14274,9876496,1.0,187.52,180.0,322.3,0,0,0,0,100,344.0,15477.0,1585.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,22.0,22.0,0.0,46.0,46.0,411.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,137941.0,98091236.0,107.0,1134.0,0.0138801261829653,22.0,1475.0,44.0,22.0,22.0,0,0,0.0,11.488328075709779,2.1199031575558576,124.5537875,120.47875,196.00125000000003,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,365.0,74.0,1.0,239.0,51.0,0.0,26.0,339.0,0.0,0.0,0.0,1.0,1.0,365.0,10,173.5,0.0,0.0,0.0,4.0,0.0,long_horizon,0.0,0.06720129486985023,0.01271874999999989,0.8678929765886287,0.0,0.0,0.9966442953020134,0.0,0.003355704697986577,0.29272504266211596,0.13636363636363635,1.8455555555555554,0.0,0.0138801261829653,0.0,15477.0,2954.0,1.0,89.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,46.0,46.0,1539.0,1539.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
493,0.08406242000238873,100000,83400,132,0.05600219694050876,0.03809039667248726,1798.2205415655262,17.98220541565526,25000,1307,189534,4224,2360960,1278,412434,0,0,100,49265,16440,9892936,0.99,213.8080808080808,174.0,369.20000000000005,5,1,1,0,99,432.0,17783.0,1782.0,1781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,18.0,18.0,0.0,16.0,16.0,273.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,138218.0,98269871.0,126.0,1224.0,0.010101010101010102,18.0,1682.0,36.0,18.0,18.0,0,1,0.0,11.89837170129141,1.9620042038686905,129.49183749999997,121.35062500000001,213.01562499999997,1,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,361.0,63.0,0.0,240.0,58.0,0.0,9.0,352.0,0.0,0.0,2.0,1.0,1.0,257.0,10,317.3,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.028528759274097197,0.00025000000000000575,0.898876404494382,0.0,0.0,0.9994054696789536,0.0,0.0005945303210463733,0.3265336313004854,0.1111111111111111,2.5643678160919534,0.0,0.010101010101010102,0.01,17783.0,2844.0,1.0,57.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,16.0,16.0,1766.0,1765.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9994337485843715
494,0.08364210790237678,100000,83499,99,0.05445608524887851,0.041396111249923706,1901.9211108905833,19.019211108905832,25000,1109,190643,3168,2364128,1079,413513,0,0,100,49365,13905,9906841,1.0,178.75,160.0,314.3000000000001,0,0,0,0,100,359.0,15056.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,138319.0,98418992.0,93.0,1062.0,0.009247027741083224,14.0,1358.0,28.0,14.0,14.0,0,0,0.0,11.666446499339498,2.1683315846646094,114.283525,112.91062500000001,198.38537499999998,0,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,356.0,44.0,2.0,248.0,62.0,1.0,6.0,349.0,0.0,0.0,0.0,1.0,1.0,94.0,10,239.60000000000002,0.0,0.0,0.0,0.0,0.0,none,0.0,0.04913024543838199,0.01661250000000004,0.865970409051349,0.0,0.0,1.0,0.0,0.0,0.3296005594405593,0.0,2.3865624999999993,0.0,0.009247027741083224,0.0,15056.0,2275.0,0.0,43.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,1508.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
495,0.0832238973628649,100000,83596,97,0.05317641944461262,0.10126782208681107,1829.3597427956292,18.293597427956293,25000,1292,191935,3104,2367232,1256,414769,0,0,100,49465,15355,9922196,1.0,202.84,185.0,357.40000000000003,1,1,1,1,99,342.0,16677.0,1690.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,17.0,17.0,0.0,21.0,21.0,273.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,138598.0,98588048.0,110.0,1238.0,0.010059171597633136,17.0,1536.0,34.0,17.0,17.0,0,0,0.0,11.77205447010065,1.9872066573958205,132.36630000000002,118.06312499999999,220.19712500000003,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,372.0,54.0,2.0,255.0,61.0,1.0,16.0,355.0,0.0,0.0,1.0,1.0,1.0,252.0,10,219.2,0.0,0.0,0.0,5.0,0.0,long_horizon,0.0,0.047980786643309244,0.012872500000000163,0.854559155990957,0.0,0.0,0.9993710691823899,0.0,0.0006289308176100629,0.29642772628672853,0.058823529411764705,2.067027027027027,0.0,0.010059171597633136,0.01,16677.0,2522.0,0.0,68.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,21.0,21.0,1669.0,1668.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9994008388256441
496,0.08280777787605056,100000,83712,116,0.05590035702134001,0.03461070731282234,1497.6971196597954,14.976971196597953,25000,0,191935,3712,2370944,853,415622,0,0,99,49564,16784,9938980,0.98,210.89795918367346,187.0,417.3,5,3,3,1,97,339.0,17687.0,1644.0,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,25.0,25.0,0.0,21.0,21.0,294.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,138897.0,98763078.0,112.0,1193.0,0.015206812652068127,25.0,1519.0,50.0,25.0,25.0,0,2,0.0,12.999390986601705,1.9667082982716009,125.60768750000001,127.80250000000001,193.34837500000006,2,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,371.0,60.0,1.0,258.0,52.0,3.0,12.0,356.0,0.0,0.0,5.0,1.0,1.0,273.0,10,277.3,0.0,0.0,0.0,3.0,0.0,long_horizon,0.0,0.047433166380843036,0.013675000000000104,0.8614785992217899,0.0,0.0,0.9993523316062176,0.0,0.0006476683937823834,0.33910550866369404,0.04,2.353743315508021,0.0,0.015206812652068127,0.03,17687.0,2993.0,1.0,64.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,21.0,21.0,1623.0,1621.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9987677141096735
497,0.08239373898667031,100000,83890,178,0.05096323899087611,0.04872656986117363,771.6182471397723,7.7161824713977225,25000,0,191935,5696,2376640,369,415991,0,0,100,49664,19091,9958071,0.93,215.4516129032258,176.0,376.2,17,8,8,1,92,381.0,19527.0,1533.0,1526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,7.0,0.0,20.0,0.0,20.0,20.0,0.0,14.0,14.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,139055.0,98943285.0,88.0,1064.0,0.01304631441617743,20.0,1403.0,40.0,20.0,20.0,0,7,0.0,15.420707732634337,1.800450440196932,118.395125,113.938125,198.46325000000002,7,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,1,340.0,60.0,3.0,238.0,39.0,1.0,6.0,331.0,2.0,0.0,15.0,1.0,1.0,142.0,10,450.6,2.0,0.0,0.0,7.0,0.0,long_horizon,0.0,0.041713074979637096,0.01083000000000001,0.8753292361720808,0.0,0.0,1.0,0.0,0.0,0.4022526068708374,0.3157894736842105,3.4727272727272678,0.0,0.01304631441617743,0.08,19527.0,3942.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,1519.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9953917050691244
498,0.08198177029173696,100000,84027,137,0.05018023570088574,0.054327331483364105,1388.3170365387066,13.883170365387066,25000,0,191935,4384,2381024,826,416817,0,0,99,49763,17784,9975855,0.98,229.24489795918367,178.5,500.29999999999995,7,4,4,2,96,412.0,18686.0,1693.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,12.0,12.0,0.0,13.0,13.0,167.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,139230.0,99120651.0,116.0,1165.0,0.0070880094506792675,12.0,1522.0,24.0,12.0,12.0,0,2,0.0,13.604265402843602,1.906310761060433,124.57347500000003,117.921875,210.17562500000005,2,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,394.0,50.0,1.0,280.0,63.0,3.0,11.0,380.0,0.0,0.0,6.0,1.0,1.0,154.0,10,432.79999999999995,0.0,0.0,0.0,2.0,0.0,long_horizon,0.0,0.03315290479392388,0.0020624999999999784,0.8779527559055118,0.0,0.0,0.9981155778894473,0.0,0.0018844221105527637,0.41410875754200926,0.16666666666666666,3.180672268907562,0.0,0.0070880094506792675,0.04,18686.0,3406.0,2.0,61.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,13.0,13.0,1680.0,1675.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.9970238095238095
499,0.08157186144027828,100000,84195,168,0.053683873964473605,0.05174923688173294,1322.8190858419182,13.228190858419183,25000,0,191935,5376,2386400,849,417666,0,0,100,49863,18695,9994550,0.98,233.75510204081633,189.5,448.5,9,2,2,0,98,365.0,19599.0,1632.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,23.0,23.0,0.0,13.0,13.0,144.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,139377.0,99311519.0,101.0,1166.0,0.014093137254901961,23.0,1551.0,46.0,23.0,23.0,0,1,0.0,14.346625766871165,1.9481974203695371,123.14916250000002,119.69375,190.91775000000013,2,0.0,0.0,0.0,0.0,0.008322121360748112,6.526452922821044,0,361.0,69.0,1.0,234.0,57.0,2.0,5.0,354.0,0.0,0.0,3.0,1.0,1.0,131.0,10,372.29999999999995,0.0,0.0,0.0,1.0,0.0,long_horizon,0.0,0.049433916976935284,0.010488750000000149,0.8724082934609251,0.0,0.0,0.9986945169712794,0.0,0.0013054830287206266,0.35168535722303607,0.09090909090909091,2.641424802110811,0.0,0.014093137254901961,0.02,19599.0,5334.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,1619.0,1617.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9987646695491044
500,0.0811640021330769,100000,84444,249,0.0528820850044848,0.05672919750213623,51.862594312764855,0.5186259431276485,25000,0,191935,7968,2394368,1069,418735,0,0,100,49963,19153,10013703,1.0,247.54,215.5,406.40000000000003,0,0,0,0,100,403.0,20106.0,2006.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,68.0,0.0,105.0,0.0,108.0,108.0,0.0,29.0,29.0,321.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,139708.0,99513205.0,122.0,1481.0,0.053838484546360914,108.0,1755.0,216.0,108.0,108.0,0,0,0.0,12.120638085742772,1.1688594266509416,131.9774375,134.77499999999998,207.732875,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,409.0,63.0,3.0,279.0,64.0,10.0,15.0,382.0,2.0,0.0,0.0,1.0,1.0,292.0,10,438.6,0.0,0.0,0.0,68.0,0.0,long_horizon,0.0,0.018569409446700675,0.048525000000000304,0.7831325301204819,0.0,0.0,0.9984284965950759,0.0,0.001571503404924044,0.3527389512806012,0.5370370370370371,2.2097447795823664,0.0,0.053838484546360914,0.0,20106.0,2807.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1977.0,1977.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
501,0.08075818212241151,100000,84612,168,0.05267604586801359,0.04660379886627197,1531.2613454684586,15.312613454684586,25000,0,191935,5376,2399744,793,419528,0,0,100,50063,16007,10029710,0.99,212.74747474747474,194.0,378.00000000000006,7,3,3,2,97,350.0,16831.0,1597.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,31.0,0.0,35.0,35.0,0.0,24.0,24.0,464.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,140182.0,99679958.0,95.0,1152.0,0.021916092673763307,35.0,1413.0,70.0,35.0,35.0,0,1,0.0,13.090282131661443,1.9565577765662197,118.9775625,110.3875,187.37787500000002,1,0.0,0.0,0.0,0.0,0.008322121360748115,6.526452922821044,0,353.0,66.0,1.0,245.0,41.0,2.0,18.0,333.0,0.0,0.0,4.0,1.0,1.0,440.0,10,270.4,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.008877368869862628,0.00673500000000007,0.8716271463614064,0.0,0.0,0.9966666666666667,0.0,0.0033333333333333335,0.30966008005225554,0.3142857142857143,2.1778350515463916,0.0,0.021916092673763307,0.03,16831.0,3031.0,0.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1573.0,1571.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.9987285441830897
502,0.08035439121179945,100000,84710,98,0.047592376206754425,0.060257889330387115,1836.9697613828264,18.369697613828265,25000,0,191935,3136,2402880,730,420258,0,0,100,50163,13367,10043077,1.0,170.08,137.0,317.0000000000001,0,0,0,0,100,303.0,14159.0,1413.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,19.0,19.0,0.0,12.0,12.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,140319.0,99821818.0,87.0,1023.0,0.013446567586694975,19.0,1333.0,38.0,19.0,19.0,0,0,0.0,11.851380042462845,2.227104456596398,110.95388750000001,101.976875,198.21462499999998,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,316.0,52.0,1.0,220.0,43.0,2.0,8.0,306.0,0.0,0.0,0.0,1.0,1.0,123.0,10,250.8,0.0,0.0,0.0,6.0,0.0,long_horizon,0.0,0.01536696245222452,0.0016575000000000274,0.8790909090909091,0.0,0.0,1.0,0.0,0.0,0.3395566792097837,0.10526315789473684,2.814233576642335,0.0,0.013446567586694975,0.0,14159.0,2120.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1401.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
503,0.07995261925574046,100000,84866,156,0.0504597440863458,0.03598414734005928,1144.9660137558806,11.449660137558805,25000,0,191935,4992,2407872,810,421068,0,0,100,50263,17643,10060720,0.99,220.83838383838383,181.0,421.0,3,1,1,0,99,401.0,18472.0,1650.0,1649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,10.0,0.0,39.0,0.0,41.0,41.0,0.0,16.0,16.0,124.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,140448.0,99995543.0,118.0,1131.0,0.02484848484848485,41.0,1466.0,82.0,41.0,41.0,0,1,0.0,13.43298969072165,1.8474979664190578,120.561575,118.758125,193.22075000000007,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,390.0,66.0,1.0,258.0,65.0,5.0,10.0,375.0,0.0,0.0,2.0,1.0,1.0,108.0,11,390.0,0.0,0.0,0.0,10.0,0.0,long_horizon,0.0,0.013333852568561573,0.009512500000000123,0.8589951377633711,0.0,0.0,0.9987105093488072,0.0,0.0012894906511927789,0.38848993987812985,0.3170731707317073,3.081215469613259,0.0,0.02484848484848485,0.01,18472.0,2874.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1634.0,1633.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9993880048959608
504,0.07955285615946175,100000,84988,122,0.05657691294785406,0.059253472834825516,1831.053537913105,18.31053537913105,25000,1192,193127,3904,2411776,1147,422215,0,0,100,50363,14521,10075241,1.0,188.64,154.5,346.3,0,0,0,0,100,364.0,15730.0,1607.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,25.0,25.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,140674.0,100155206.0,95.0,1148.0,0.011823273179838207,19.0,1518.0,38.0,19.0,19.0,0,0,0.0,11.52988792029888,2.0680988832311127,115.35171249999998,105.65625,197.89362500000001,0,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,336.0,53.0,2.0,226.0,55.0,0.0,15.0,321.0,0.0,0.0,0.0,1.0,1.0,200.0,10,266.9,0.0,0.0,0.0,0.0,0.0,none,0.0,0.01155440825589818,0.0020624999999998895,0.8875205254515599,0.0,0.0,0.9993364299933643,0.0,0.0006635700066357001,0.35306933842239174,0.0,2.436245954692556,0.0,0.011823273179838207,0.0,15730.0,2311.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1582.0,1581.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9993678887484198
505,0.07915509187866444,100000,85116,128,0.050908283825265244,0.04979277402162552,1622.0880927931985,16.220880927931987,25000,1254,194381,4096,2415872,1219,423434,0,0,100,50463,16543,10091784,0.99,218.58585858585857,201.0,372.0,2,1,1,0,99,409.0,17811.0,1713.0,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,26.0,26.0,0.0,14.0,14.0,193.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,140869.0,100331257.0,102.0,1202.0,0.015178050204319907,26.0,1554.0,52.0,26.0,26.0,0,1,0.0,12.80771478667446,1.9603362502695914,128.5623625,122.04625,209.32450000000009,1,0.0,0.0,0.0,0.0,0.008322121360748114,6.526452922821044,0,383.0,75.0,0.0,251.0,57.0,2.0,6.0,375.0,0.0,0.0,2.0,1.0,1.0,179.0,11,249.45454545454544,0.0,0.0,0.0,0.0,0.0,none,0.0,0.009992187696001542,0.002062499999999856,0.8806201550387597,0.0,0.0,0.9987600743955363,0.0,0.0012399256044637321,0.3119886480330103,0.0,2.2034825870646766,0.0,0.015178050204319907,0.01,17811.0,3138.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1699.0,1697.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9988228369629194
